flight_id,date,carrier,flight_number,tail_number,origin,dest,sched_dep_local,delay_probability,risk_band,predicted_delayed_15,top_reason,reason_details,recommended_action,actual_delayed_15,actual_dep_delay_min,actual_delay_cause
2015-01-10_WN2458,2015-01-10,WN,2458,N684WN,DEN,BNA,10:15,0.2323,low,0,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.14); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,-1.0,none
2015-01-06_OO5450,2015-01-06,OO,5450,N308SW,DEN,LAR,12:57,0.2323,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Weather pressure at origin (0.26); Inbound Missing (0.15),Monitor only; no proactive intervention recommended.,1.0,24.0,carrier
2015-01-09_AA1342,2015-01-09,AA,1342,N3FYAA,ORD,MIA,05:00,0.2323,low,0,Late inbound aircraft cascade,Late inbound aircraft cascade (0.36); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.13),Monitor only; no proactive intervention recommended.,0.0,7.0,none
2015-01-10_WN2441,2015-01-10,WN,2441,N431WN,DEN,STL,11:40,0.2322,low,0,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.11); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,1.0,50.0,carrier
2015-01-11_UA401,2015-01-11,UA,401,N803UA,DEN,LAX,08:05,0.2322,low,0,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Weather pressure at origin (0.20); Weather pressure at origin (0.16),Monitor only; no proactive intervention recommended.,0.0,-2.0,none
2015-01-10_UA226,2015-01-10,UA,226,N801UA,DEN,DSM,15:12,0.2322,low,0,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Weather pressure at origin (0.22); Congested departure bank (0.11),Monitor only; no proactive intervention recommended.,1.0,21.0,none
2015-01-11_UA720,2015-01-11,UA,720,N853UA,DEN,EWR,08:00,0.2319,low,0,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Weather pressure at origin (0.20); Longer sector exposure (0.18),Monitor only; no proactive intervention recommended.,0.0,-2.0,none
2015-01-08_WN349,2015-01-08,WN,349,N8614M,DEN,SLC,11:25,0.2319,low,0,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.18); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,1.0,23.0,carrier
2015-01-05_EV4755,2015-01-05,EV,4755,N14573,ORD,FAR,08:13,0.2318,low,0,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29); Day Of Week (0.17),Monitor only; no proactive intervention recommended.,1.0,63.0,carrier
2015-01-11_EV3933,2015-01-11,EV,3933,N11189,DEN,CLE,14:24,0.2318,low,0,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Weather pressure at origin (0.31); Weather pressure at origin (0.15),Monitor only; no proactive intervention recommended.,0.0,-5.0,none
2015-01-10_OO4671,2015-01-10,OO,4671,N611SK,DEN,SLC,11:46,0.2316,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Weather pressure at origin (0.11); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,-6.0,none
2015-01-09_F9720,2015-01-09,F9,720,N949FR,DEN,DCA,16:50,0.2316,low,0,Weather pressure at origin,Weather pressure at origin (0.19); Congested departure bank (0.18); Longer sector exposure (0.15),Monitor only; no proactive intervention recommended.,0.0,-9.0,none
2015-01-06_WN4655,2015-01-06,WN,4655,N209WN,DEN,SJC,12:10,0.2313,low,0,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.26); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,14.0,none
2015-01-10_WN2923,2015-01-10,WN,2923,N410WN,DEN,CAK,10:50,0.2312,low,0,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.14); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,-5.0,none
2015-01-09_WN292,2015-01-09,WN,292,N8323C,DEN,TUS,08:55,0.2311,low,0,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Destination/network pattern: TUS (0.24); Weather pressure at origin (0.18),Monitor only; no proactive intervention recommended.,1.0,30.0,late_aircraft
2015-01-09_NK561,2015-01-09,NK,561,N526NK,DEN,LAS,11:30,0.231,low,0,Weather pressure at origin,Weather pressure at origin (0.38); Carrier operating pattern: NK (0.23); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,-6.0,none
2015-01-11_F9341,2015-01-11,F9,341,N908FR,DEN,BZN,21:30,0.231,low,0,Congested departure bank,Congested departure bank (0.52); Weather pressure at origin (0.27); Weather pressure at origin (0.14),Monitor only; no proactive intervention recommended.,0.0,-11.0,none
2015-01-10_EV5983,2015-01-10,EV,5983,N14204,DEN,FSD,15:31,0.2307,low,0,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Weather pressure at origin (0.22); Congested departure bank (0.11),Monitor only; no proactive intervention recommended.,0.0,-3.0,none
2015-01-06_WN995,2015-01-06,WN,995,N8612K,DEN,PHX,06:00,0.2302,low,0,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.13); Day Of Week (0.09),Monitor only; no proactive intervention recommended.,0.0,-1.0,none
2015-01-09_F9575,2015-01-09,F9,575,N929FR,DEN,SLC,13:10,0.2302,low,0,Weather pressure at origin,Weather pressure at origin (0.34); Weather pressure at origin (0.15); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,1.0,none
2015-01-06_F9706,2015-01-06,F9,706,N912FR,DEN,MSY,08:38,0.2302,low,0,Late inbound aircraft cascade,Late inbound aircraft cascade (0.79); Weather pressure at origin (0.15); Day Of Week (0.09),Monitor only; no proactive intervention recommended.,0.0,9.0,none
2015-01-07_WN1058,2015-01-07,WN,1058,N954WN,DEN,MDW,06:00,0.2301,low,0,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.17); Inbound Missing (0.15),Monitor only; no proactive intervention recommended.,0.0,0.0,none
2015-01-05_OO6216,2015-01-05,OO,6216,N748SK,DEN,SAT,08:04,0.23,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Day Of Week (0.17); Weather pressure at origin (0.17),Monitor only; no proactive intervention recommended.,0.0,1.0,none
2015-01-10_NK121,2015-01-10,NK,121,N616NK,ORD,RSW,06:50,0.23,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Carrier operating pattern: NK (0.23); Weather pressure at origin (0.08),Monitor only; no proactive intervention recommended.,1.0,79.0,carrier
2015-01-08_OO6191,2015-01-08,OO,6191,N479CA,DEN,BFL,11:14,0.2299,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Weather pressure at origin (0.18); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,1.0,none
2015-01-06_AA1395,2015-01-06,AA,1395,N4XPAA,ORD,TPA,07:20,0.2298,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Destination/network pattern: TPA (0.20); Weather pressure at origin (0.10),Monitor only; no proactive intervention recommended.,1.0,17.0,none
2015-01-11_WN368,2015-01-11,WN,368,N942WN,DEN,OAK,12:00,0.2297,low,0,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.33); Weather pressure at origin (0.17),Monitor only; no proactive intervention recommended.,0.0,0.0,none
2015-01-11_OO4974,2015-01-11,OO,4974,N479CA,DEN,ABQ,08:00,0.2295,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Destination/network pattern: ABQ (0.31); Weather pressure at origin (0.20),Monitor only; no proactive intervention recommended.,0.0,0.0,none
2015-01-09_OO5546,2015-01-09,OO,5546,N742SK,DEN,ASE,11:15,0.2294,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Weather pressure at origin (0.38); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,1.0,37.0,carrier
2015-01-07_EV6109,2015-01-07,EV,6109,N41104,ORD,PIA,08:45,0.2293,low,0,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29); Late inbound aircraft cascade (0.26),Monitor only; no proactive intervention recommended.,0.0,-4.0,none
2015-01-08_F91061,2015-01-08,F9,1061,N208FR,ORD,PHX,07:00,0.2292,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Weather pressure at origin (0.17); Longer sector exposure (0.14),Monitor only; no proactive intervention recommended.,1.0,27.0,weather
2015-01-05_DL1816,2015-01-05,DL,1816,N805DN,DEN,ATL,10:45,0.2287,low,0,Day Of Week,Day Of Week (0.17); Inbound Missing (0.15); Weather pressure at origin (0.15),Monitor only; no proactive intervention recommended.,0.0,6.0,none
2015-01-07_WN1179,2015-01-07,WN,1179,N8619F,DEN,SLC,08:55,0.2287,low,0,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.30); Weather pressure at origin (0.17),Monitor only; no proactive intervention recommended.,0.0,9.0,none
2015-01-08_OO5327,2015-01-08,OO,5327,N964SW,DEN,MAF,10:05,0.2285,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Weather pressure at origin (0.25); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,-2.0,none
2015-01-08_F91068,2015-01-08,F9,1068,N221FR,DEN,ORD,10:10,0.2285,low,0,Destination/network pattern: ORD,Destination/network pattern: ORD (0.49); Weather pressure at origin (0.25); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,-1.0,none
2015-01-08_OO5164,2015-01-08,OO,5164,N982SW,DEN,FSD,15:31,0.2285,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Weather pressure at origin (0.24); Congested departure bank (0.11),Monitor only; no proactive intervention recommended.,0.0,3.0,none
2015-01-08_UA1509,2015-01-08,UA,1509,N69835,DEN,IAH,06:00,0.2284,low,0,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Late inbound aircraft cascade (0.36); Weather pressure at origin (0.03),Monitor only; no proactive intervention recommended.,0.0,-3.0,none
2015-01-10_OO4478,2015-01-10,OO,4478,N802SK,ORD,SLC,07:50,0.2282,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Origin airport pattern: ORD (0.29); Longer sector exposure (0.10),Monitor only; no proactive intervention recommended.,0.0,0.0,none
2015-01-11_DL1717,2015-01-11,DL,1717,N322NB,ORD,MSP,17:19,0.2282,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Weather pressure at origin (0.25); Congested departure bank (0.24),Monitor only; no proactive intervention recommended.,1.0,84.0,late_aircraft
2015-01-07_DL2540,2015-01-07,DL,2540,N676DL,ORD,MSP,15:19,0.2281,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Weather pressure at origin (0.17); Inbound Missing (0.15),Monitor only; no proactive intervention recommended.,0.0,5.0,none
2015-01-09_F9238,2015-01-09,F9,238,N918FR,DEN,BNA,14:15,0.228,low,0,Weather pressure at origin,Weather pressure at origin (0.26); Weather pressure at origin (0.14); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,0.0,none
2015-01-09_F9407,2015-01-09,F9,407,N214FR,DEN,LAX,17:45,0.2279,low,0,Congested departure bank,Congested departure bank (0.24); Weather pressure at origin (0.24); Destination/network pattern: LAX (0.13),Monitor only; no proactive intervention recommended.,1.0,20.0,nas
2015-01-08_F9624,2015-01-08,F9,624,N204FR,DEN,DTW,14:14,0.2279,low,0,Weather pressure at origin,Weather pressure at origin (0.27); Destination/network pattern: DTW (0.19); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,5.0,nas
2015-01-10_F91248,2015-01-10,F9,1248,N926FR,DEN,MIA,13:05,0.2279,low,0,Weather pressure at origin,Weather pressure at origin (0.25); Longer sector exposure (0.20); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,-5.0,none
2015-01-10_WN128,2015-01-10,WN,128,N278WN,DEN,ABQ,08:50,0.2278,low,0,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Destination/network pattern: ABQ (0.31); Weather pressure at origin (0.18),Monitor only; no proactive intervention recommended.,0.0,-2.0,none
2015-01-06_AA2317,2015-01-06,AA,2317,N3JSAA,ORD,RSW,07:30,0.2276,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Weather pressure at origin (0.10); Day Of Week (0.09),Monitor only; no proactive intervention recommended.,0.0,4.0,none
2015-01-09_UA723,2015-01-09,UA,723,N433UA,DEN,SJC,19:02,0.2275,low,0,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Congested departure bank (0.38); Weather pressure at origin (0.14),Monitor only; no proactive intervention recommended.,0.0,5.0,none
2015-01-06_F9122,2015-01-06,F9,122,N939FR,DEN,DFW,15:30,0.2273,low,0,Weather pressure at origin,Weather pressure at origin (0.24); Congested departure bank (0.11); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,-9.0,none
2015-01-08_UA1549,2015-01-08,UA,1549,N68836,DEN,MCO,07:55,0.2273,low,0,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Late inbound aircraft cascade (0.40); Longer sector exposure (0.16),Monitor only; no proactive intervention recommended.,0.0,7.0,none
2015-01-11_UA1142,2015-01-11,UA,1142,N78285,DEN,LAS,08:06,0.2273,low,0,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Late inbound aircraft cascade (0.25); Weather pressure at origin (0.20),Monitor only; no proactive intervention recommended.,0.0,7.0,none
2015-01-07_F9263,2015-01-07,F9,263,N933FR,DEN,SNA,21:10,0.227,low,0,Congested departure bank,Congested departure bank (0.52); Congested departure bank (0.10); Weather pressure at origin (0.05),Monitor only; no proactive intervention recommended.,0.0,6.0,none
2015-01-06_UA1127,2015-01-06,UA,1127,N87512,DEN,LAS,08:07,0.2269,low,0,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Weather pressure at origin (0.15); Inbound Missing (0.15),Monitor only; no proactive intervention recommended.,0.0,1.0,none
2015-01-09_UA1105,2015-01-09,UA,1105,N77520,DEN,EWR,08:00,0.2267,low,0,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Longer sector exposure (0.18); Weather pressure at origin (0.18),Monitor only; no proactive intervention recommended.,0.0,6.0,none
2015-01-08_AA40,2015-01-08,AA,40,N3FJAA,ORD,DCA,06:20,0.2267,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Weather pressure at origin (0.17); Destination/network pattern: DCA (0.12),Monitor only; no proactive intervention recommended.,1.0,43.0,weather
2015-01-06_AA1471,2015-01-06,AA,1471,N549AA,DEN,DFW,10:34,0.2266,low,0,Inbound Missing,Inbound Missing (0.15); Weather pressure at origin (0.12); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,14.0,carrier
2015-01-09_EV4213,2015-01-09,EV,4213,N14204,ORD,HPN,07:55,0.2265,low,0,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29); Inbound Missing (0.15),Monitor only; no proactive intervention recommended.,0.0,4.0,none
2015-01-07_AA1444,2015-01-07,AA,1444,N3KYAA,ORD,PHX,08:10,0.2263,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Weather pressure at origin (0.22); Longer sector exposure (0.14),Monitor only; no proactive intervention recommended.,0.0,12.0,none
2015-01-07_AA1395,2015-01-07,AA,1395,N4XBAA,ORD,TPA,07:20,0.2263,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Weather pressure at origin (0.22); Destination/network pattern: TPA (0.20),Monitor only; no proactive intervention recommended.,1.0,111.0,carrier
2015-01-11_OO5430,2015-01-11,OO,5430,N919SW,ORD,DLH,08:48,0.2262,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.09),Monitor only; no proactive intervention recommended.,0.0,-9.0,none
2015-01-08_EV5964,2015-01-08,EV,5964,N34110,DEN,TYS,17:33,0.2258,low,0,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Congested departure bank (0.24); Weather pressure at origin (0.11),Monitor only; no proactive intervention recommended.,0.0,-4.0,none
2015-01-10_AA1693,2015-01-10,AA,1693,N3HKAA,ORD,MCO,10:50,0.2258,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Inbound Missing (0.15); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,1.0,22.0,none
2015-01-06_F9745,2015-01-06,F9,745,N951FR,DEN,PHX,12:35,0.2257,low,0,Weather pressure at origin,Weather pressure at origin (0.26); Inbound Missing (0.15); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,-7.0,none
2015-01-09_EV5964,2015-01-09,EV,5964,N14173,DEN,TYS,17:33,0.2255,low,0,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Congested departure bank (0.24); Weather pressure at origin (0.24),Monitor only; no proactive intervention recommended.,0.0,-11.0,none
2015-01-07_UA491,2015-01-07,UA,491,N480UA,DEN,PHX,08:11,0.2254,low,0,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Weather pressure at origin (0.30); Weather pressure at origin (0.17),Monitor only; no proactive intervention recommended.,0.0,10.0,none
2015-01-10_UA1494,2015-01-10,UA,1494,N47414,DEN,IAH,06:00,0.2253,low,0,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Weather pressure at origin (0.17); Inbound Missing (0.15),Monitor only; no proactive intervention recommended.,0.0,-2.0,none
2015-01-07_AA2483,2015-01-07,AA,2483,N3LJAA,ORD,MIA,08:00,0.2252,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Weather pressure at origin (0.22); Longer sector exposure (0.09),Monitor only; no proactive intervention recommended.,0.0,-3.0,none
2015-01-11_F9581,2015-01-11,F9,581,N918FR,DEN,SLC,21:30,0.2251,low,0,Congested departure bank,Congested departure bank (0.52); Weather pressure at origin (0.27); Weather pressure at origin (0.14),Monitor only; no proactive intervention recommended.,0.0,-1.0,none
2015-01-09_AA1238,2015-01-09,AA,1238,N3LJAA,ORD,FLL,05:45,0.2251,low,0,Late inbound aircraft cascade,Late inbound aircraft cascade (0.83); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.13),Monitor only; no proactive intervention recommended.,0.0,-1.0,none
2015-01-10_EV6073,2015-01-10,EV,6073,N16183,DEN,BNA,10:05,0.2251,low,0,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Weather pressure at origin (0.14); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,-2.0,none
2015-01-06_F91061,2015-01-06,F9,1061,N209FR,ORD,PHX,07:00,0.225,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Inbound Missing (0.15); Longer sector exposure (0.14),Monitor only; no proactive intervention recommended.,1.0,106.0,carrier
2015-01-11_WN1941,2015-01-11,WN,1941,N602SW,DEN,DAL,08:00,0.2249,low,0,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.20); Destination/network pattern: DAL (0.19),Monitor only; no proactive intervention recommended.,0.0,-7.0,none
2015-01-09_OO4489,2015-01-09,OO,4489,N161PQ,ORD,MSP,06:52,0.2244,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.11),Monitor only; no proactive intervention recommended.,0.0,2.0,none
2015-01-10_WN3015,2015-01-10,WN,3015,N240WN,DEN,TUS,08:50,0.2244,low,0,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Destination/network pattern: TUS (0.24); Weather pressure at origin (0.18),Monitor only; no proactive intervention recommended.,0.0,-4.0,none
2015-01-08_OO6332,2015-01-08,OO,6332,N905SW,DEN,GJT,07:57,0.2243,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Destination/network pattern: GJT (0.42); Weather pressure at origin (0.10),Monitor only; no proactive intervention recommended.,0.0,-5.0,none
2015-01-09_OO5507,2015-01-09,OO,5507,N746SK,DEN,ASE,18:48,0.2242,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Congested departure bank (0.31); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,13.0,none
2015-01-06_OO5268,2015-01-06,OO,5268,N794SK,DEN,FSD,09:57,0.224,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Weather pressure at origin (0.14); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,1.0,38.0,late_aircraft
2015-01-10_OO6420,2015-01-10,OO,6420,N905SW,DEN,CID,09:55,0.2239,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Weather pressure at origin (0.18); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,11.0,none
2015-01-08_WN4278,2015-01-08,WN,4278,N464WN,DEN,MSP,10:05,0.2237,low,0,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.25); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,1.0,52.0,carrier
2015-01-08_UA1193,2015-01-08,UA,1193,N37267,DEN,SAT,09:55,0.2234,low,0,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Weather pressure at origin (0.22); Inbound Missing (0.15),Monitor only; no proactive intervention recommended.,0.0,-1.0,none
2015-01-09_AA1471,2015-01-09,AA,1471,N556AA,DEN,DFW,10:34,0.2231,low,0,Weather pressure at origin,Weather pressure at origin (0.28); Congested departure bank (0.10); Destination/network pattern: DFW (0.09),Monitor only; no proactive intervention recommended.,1.0,53.0,late_aircraft
2015-01-09_F9132,2015-01-09,F9,132,N933FR,DEN,DFW,19:45,0.2231,low,0,Congested departure bank,Congested departure bank (0.38); Weather pressure at origin (0.14); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,-8.0,none
2015-01-08_AA1342,2015-01-08,AA,1342,N3FYAA,ORD,MIA,05:00,0.2231,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Weather pressure at origin (0.16); Weather pressure at origin (0.12),Monitor only; no proactive intervention recommended.,1.0,91.0,weather
2015-01-10_AA1074,2015-01-10,AA,1074,N3LGAA,ORD,FLL,14:55,0.223,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Congested departure bank (0.10); Longer sector exposure (0.09),Monitor only; no proactive intervention recommended.,1.0,17.0,none
2015-01-08_AA2303,2015-01-08,AA,2303,N575AA,ORD,DFW,06:30,0.223,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Weather pressure at origin (0.17); Weather pressure at origin (0.12),Monitor only; no proactive intervention recommended.,1.0,75.0,weather
2015-01-10_UA1123,2015-01-10,UA,1123,N36280,DEN,LAX,08:05,0.2229,low,0,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Weather pressure at origin (0.18); Destination/network pattern: LAX (0.13),Monitor only; no proactive intervention recommended.,0.0,7.0,none
2015-01-08_OO5642,2015-01-08,OO,5642,N748SK,DEN,ASE,14:30,0.2229,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Weather pressure at origin (0.27); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,-2.0,none
2015-01-09_AA1435,2015-01-09,AA,1435,N3LXAA,ORD,SFO,08:40,0.2229,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Longer sector exposure (0.23); Weather pressure at origin (0.11),Monitor only; no proactive intervention recommended.,0.0,9.0,none
2015-01-06_DL2412,2015-01-06,DL,2412,N963DL,ORD,ATL,09:00,0.2229,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Congested departure bank (0.10); Day Of Week (0.09),Monitor only; no proactive intervention recommended.,1.0,55.0,late_aircraft
2015-01-09_F91061,2015-01-09,F9,1061,N227FR,ORD,PHX,07:00,0.2228,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Late inbound aircraft cascade (0.15); Longer sector exposure (0.14),Monitor only; no proactive intervention recommended.,1.0,53.0,carrier
2015-01-05_US1859,2015-01-05,US,1859,N626AW,ORD,CLT,10:40,0.2227,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Day Of Week (0.17); Inbound Missing (0.15),Monitor only; no proactive intervention recommended.,0.0,4.0,none
2015-01-09_AA388,2015-01-09,AA,388,N3DHAA,ORD,LGA,08:30,0.2226,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Inbound Missing (0.15); Weather pressure at origin (0.11),Monitor only; no proactive intervention recommended.,,,nas
2015-01-10_OO6237,2015-01-10,OO,6237,N932SW,DEN,FSD,14:28,0.2225,low,0,Carrier operating pattern: OO,Carrier operating pattern: OO (0.45); Weather pressure at origin (0.21); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,-11.0,none
2015-01-09_WN964,2015-01-09,WN,964,N8637A,DEN,MDW,08:45,0.2225,low,0,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.18); Inbound Missing (0.15),Monitor only; no proactive intervention recommended.,0.0,-1.0,none
2015-01-05_F9731,2015-01-05,F9,731,N933FR,DEN,FAT,08:35,0.2224,low,0,Day Of Week,Day Of Week (0.17); Weather pressure at origin (0.17); Destination/network pattern: FAT (0.17),Monitor only; no proactive intervention recommended.,0.0,-1.0,none
2015-01-10_UA250,2015-01-10,UA,250,N471UA,DEN,FLL,09:55,0.2224,low,0,Carrier operating pattern: UA,Carrier operating pattern: UA (0.52); Longer sector exposure (0.20); Weather pressure at origin (0.18),Monitor only; no proactive intervention recommended.,0.0,0.0,none
2015-01-11_NK224,2015-01-11,NK,224,N611NK,ORD,LGA,05:53,0.2224,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Carrier operating pattern: NK (0.23); Late inbound aircraft cascade (0.18),Monitor only; no proactive intervention recommended.,0.0,-4.0,none
2015-01-06_EV6068,2015-01-06,EV,6068,N17138,DEN,SGF,10:07,0.2223,low,0,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Inbound Missing (0.15); Weather pressure at origin (0.12),Monitor only; no proactive intervention recommended.,0.0,-3.0,none
2015-01-09_WN251,2015-01-09,WN,251,N7713A,DEN,LAX,08:50,0.2222,low,0,Carrier operating pattern: WN,Carrier operating pattern: WN (0.47); Weather pressure at origin (0.18); Destination/network pattern: LAX (0.13),Monitor only; no proactive intervention recommended.,0.0,-3.0,none
2015-01-11_EV4154,2015-01-11,EV,4154,N23139,ORD,DAY,08:41,0.2222,low,0,Carrier operating pattern: EV,Carrier operating pattern: EV (0.34); Origin airport pattern: ORD (0.29); Weather pressure at origin (0.09),Monitor only; no proactive intervention recommended.,0.0,-4.0,none
2015-01-06_F9734,2015-01-06,F9,734,N924FR,DEN,CVG,10:10,0.222,low,0,Inbound Missing,Inbound Missing (0.15); Weather pressure at origin (0.12); Congested departure bank (0.10),Monitor only; no proactive intervention recommended.,0.0,-6.0,none
2015-01-08_AA394,2015-01-08,AA,394,N3JGAA,ORD,LGA,06:35,0.2219,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Weather pressure at origin (0.17); Weather pressure at origin (0.12),Monitor only; no proactive intervention recommended.,0.0,-3.0,none
2015-01-08_AA398,2015-01-08,AA,398,N3GSAA,ORD,LGA,06:02,0.2219,low,0,Origin airport pattern: ORD,Origin airport pattern: ORD (0.29); Weather pressure at origin (0.17); Weather pressure at origin (0.12),Monitor only; no proactive intervention recommended.,1.0,45.0,weather
